1,1,119756134568,167666729106562,2,1180957707,89340753153,0
1,2,1179461222,89084301941,6,119680673876,167563642041552,0
1,65534,0,0,0,0,0,0
3,1,113958357967,159612150784609,0,4418122,1341354019,0
3,2,107231207759,162326665660571,0,7051883435,466143452846,0
3,3,7044866779,464961087085,0,7464336720,155734371478493,0
3,4,69547,6453739,0,113910145200,159544627557535,0
3,65534,0,0,0,0,0,0
2,1,3073724322,1136102912,0,168383160,1998931348,0
2,2,13932011,4181523035,0,3386534516,2190717504,0
2,3,2579385487,561733523,0,3082871847,221319824,0
2,4,2718191508,2224578883,0,8503630,1440031685,0
2,65534,1575,165413,0,8476984,1479468924,0
1,1,119756135001,167666729178797,2,1180958575,89340897845,0
1,2,1179461656,89084374287,6,119680674743,167563642186133,0
1,65534,0,0,0,0,0,0
3,1,113958358834,159612150925722,0,4418556,1341424629,0
3,2,107231208193,162326665731181,0,7051883869,466143523456,0
3,3,7044866779,464961087085,0,7464336865,155734371502072,0
3,4,69547,6453739,0,113910145345,159544627581114,0
3,65534,0,0,0,0,0,0
2,1,3073724756,1136175258,0,168383594,1999003694,0
2,2,13932879,4181667727,0,3386534949,2190789739,0
2,3,2579386207,561763763,0,3082871992,221343403,0
2,4,2718192228,2224609123,0,8503775,1440055264,0
2,65534,1577,165607,0,8477128,1479492396,0
1,1,119756135433,167666729250941,2,1180959439,89341042133,0
1,2,1179462088,89084446431,6,119680675607,167563642330421,0
1,65534,0,0,0,0,0,0
2,1,3073725188,1136247402,0,168384026,1999075838,0
2,2,13933743,4181812015,0,3386535381,2190861883,0
2,3,2579386927,561794003,0,3082872136,221366875,0
2,4,2718192948,2224639363,0,8503919,1440078736,0
2,65534,1577,165607,0,8477272,1479515868,0
3,1,113958359698,159612151066554,0,4418988,1341495045,0
3,2,107231208625,162326665801597,0,7051884301,466143593872,0
3,3,7044866779,464961087085,0,7464337009,155734371525544,0
3,4,69547,6453739,0,113910145489,159544627604586,0
3,65534,0,0,0,0,0,0
1,1,119756135865,167666729323085,2,1180960303,89341186421,0
1,2,1179462520,89084518575,6,119680676471,167563642474709,0
1,65534,0,0,0,0,0,0
3,1,113958360562,159612151207386,0,4419420,1341565461,0
3,2,107231209057,162326665872013,0,7051884733,466143664288,0
3,3,7044866779,464961087085,0,7464337153,155734371549016,0
3,4,69547,6453739,0,113910145633,159544627628058,0
3,65534,0,0,0,0,0,0
2,1,3073725620,1136319546,0,168384458,1999147982,0
2,2,13934607,4181956303,0,3386535813,2190934027,0
2,3,2579387647,561824243,0,3082872280,221390347,0
2,4,2718193668,2224669603,0,8504063,1440102208,0
2,65534,1577,165607,0,8477416,1479539340,0
1,1,119756136297,167666729395229,2,1180961167,89341330709,0
1,2,1179462952,89084590719,6,119680677335,167563642618997,0
1,65534,0,0,0,0,0,0
2,1,3073726052,1136391690,0,168384890,1999220126,0
2,2,13935471,4182100591,0,3386536245,2191006171,0
2,3,2579388367,561854483,0,3082872424,221413819,0
2,4,2718194388,2224699843,0,8504207,1440125680,0
2,65534,1577,165607,0,8477560,1479562812,0
3,1,113958361426,159612151348218,0,4419852,1341635877,0
3,2,107231209489,162326665942429,0,7051885165,466143734704,0
3,3,7044866779,464961087085,0,7464337297,155734371572488,0
3,4,69547,6453739,0,113910145777,159544627651530,0
3,65534,0,0,0,0,0,0
1,1,119756136730,167666729467484,2,1180962031,89341474997,0
1,2,1179463384,89084662863,6,119680678200,167563642763396,0
1,65534,0,0,0,0,0,0
3,1,113958362291,159612151489157,0,4420284,1341706293,0
3,2,107231209921,162326666012845,0,7051885597,466143805120,0
3,3,7044866779,464961087085,0,7464337441,155734371595960,0
3,4,69547,6453739,0,113910145921,159544627675002,0
3,65534,0,0,0,0,0,0
2,1,3073726484,1136463834,0,168385322,1999292270,0
2,2,13936335,4182244879,0,3386536678,2191078426,0
2,3,2579389088,561884765,0,3082872568,221437291,0
2,4,2718195109,2224730125,0,8504351,1440149152,0
2,65534,1577,165607,0,8477704,1479586284,0
1,1,119756137163,167666729539719,2,1180962899,89341619689,0
1,2,1179463818,89084735209,6,119680679067,167563642907977,0
1,65534,0,0,0,0,0,0
3,1,113958363158,159612151630270,0,4420718,1341776903,0
3,2,107231210355,162326666083455,0,7051886031,466143875730,0
3,3,7044866779,464961087085,0,7464337586,155734371619539,0
3,4,69547,6453739,0,113910146066,159544627698581,0
3,65534,0,0,0,0,0,0
2,1,3073726918,1136536180,0,168385756,1999364616,0
2,2,13937203,4182389571,0,3386537111,2191150661,0
2,3,2579389808,561915005,0,3082872713,221460870,0
2,4,2718195829,2224760365,0,8504496,1440172731,0
2,65534,1579,165801,0,8477848,1479609756,0
1,1,119768469184,167684051364459,2,1180963764,89341764041,0
1,2,1179464251,89084807417,6,119692941027,167580869061044,0
1,65534,0,0,0,0,0,0
3,1,113970624861,159629328393017,0,4421151,1341847365,0
3,2,107236330462,162334410089006,0,7052240762,466167327559,0
3,3,7045220989,464984462502,0,7464694317,155741801213303,0
3,4,69644,6460075,0,113922407144,159561804352366,0
3,65534,0,0,0,0,0,0
2,1,3074081649,1161411535,0,173505862,1173912967,0
2,2,13938068,4182533923,0,3398869150,2333134853,0
2,3,2579521116,3681640951,0,3083227061,244864007,0
2,4,2720253166,1980198156,0,8504743,1440202907,0
2,65534,1579,165801,0,8477992,1479633228,0
